premise,hypothesis,label
"I will pour it out . """,I have steady hands .,1
The Effect of Information on Health Risk Valuations .,Information effects health risk valuations in public health work .,1
People like Wade Cook are the problem .,Wade Cook and Nicholas Cage are both equally problematic .,1
"His problem , he said , is the current hiring freeze imposed on all city agencies .",He had a problem with the hiring freeze on the agencies .,0
yeah do the oil change oil and filter and air filters and spark plugs and the like can 't do much in the way of actual tune up now that the car now that computers taken over that control,I just get to do oil changes and filters and the like since computers do everything else .,0
"Happy Hanukkah , everybody !","Merry Christmas , everyone .",2
"The rooms were also equipped with the newest four-processor multi-media computers - two per student , to teach him divided attention in a modern battle field simulation .",None of the rooms had computers in them .,2
oh well hopefully they 'll resolve it soon,"Hopefully , they 'll resolve that problem soon",0
"I never quite figured out , for example , what the particular crisis was that left Hick worried that Eleanor would ditch FDR on the eve of re-election--although it 's another tidbit to add to our Clinton-Roosevelt Parallels file .",Hick thought Eleanor would divorce FDR .,0
He walked about my apartment like the king of a very small castle .,"He walked around my apartment like he owned the place , treating it like his kingdom that he was the ruler of , even though he had no authority here and I wished for him to leave .",1
uh i can see some some potential changes that probably are are would not cost very much but might uh make things a little easier such as offering a a smorgasbord,"I can see some potential changes , that might not cost much , but still help .",0
At the turn of the 19th century Los Angeles and Salt Lake City were among the burgeoning metropolises of the new American West .,Los Angeles was the only notable city in the west .,2
don 't ever let that area get sunburned again,Get naked and get tanned .,2
The Palais des Tuileries was destroyed by fire during a workers uprising in 1871 .,It was destroyed by fire in 1781 .,0
to get in shape without having to spend anything or it 's the geriatric crowd,It doesn 't cost anything to get in shape .,0
um yeah mostly i mean at home i predominantly wear sweatpants and things like that also,At home I wear things like sweatpants .,0
"For H-2A workers , representation is authorized if the workers have been admitted to and have been present in the United States pursuant to an H-2A contract , and the representation arises under their H-2A contract .",H-2A workers have to be naturalized citizens of the United States .,1
He brought Dayak leaders onto his ruling council but favored the time-honored colonial practice of divide-and-rule by pitting one tribe against another to keep the peace .,He used tribal violence to create peace .,1
U.S. foreign policy strives for a consensus among like-minded states on behalf of common interests that we can and should champion together .,U.S. Foreign policy doesn 't care about like minded states .,2
things that we have here and develop some pride in them if it was handled that way i i it would take quite a few people i think it might build jobs for people you know that were administrating and running and training and coordinating and all that so maybe that part of it would be helpful too,Administrative tasks are one of the jobs that 'd be available .,0
